micro;time;excel time;peak;average;RMS
micro;12:03:28.696;44449.502415462965;41.584;27.622;29.447
micro;12:03:28.831;44449.50241702546;40.424;27.054;29.122
micro;12:03:29.182;44449.502421087964;38.890;27.352;29.111
micro;12:03:29.284;44449.50242226852;40.588;27.595;29.599
micro;12:03:29.405;44449.50242366898;38.890;27.700;29.457
micro;12:03:29.546;44449.502425300925;38.988;27.554;29.523
micro;12:03:29.670;44449.502426736115;40.341;26.582;28.451
micro;12:03:29.811;44449.502428368054;38.790;27.281;29.096
micro;12:03:29.925;44449.502429687505;36.650;25.512;27.364
micro;12:03:30.048;44449.50243111111;37.266;25.796;27.642
micro;12:03:30.192;44449.50243277778;36.777;24.976;27.052
micro;12:03:30.312;44449.502434166665;36.650;25.411;27.218
micro;12:03:30.448;44449.50243574074;36.521;24.251;26.197
micro;12:03:30.570;44449.502437152776;36.777;24.936;26.973
micro;12:03:30.687;44449.50243850694;37.266;24.775;26.721
micro;12:03:30.831;44449.502440173615;38.062;24.045;26.112
micro;12:03:30.950;44449.502441550925;36.124;23.682;25.582
micro;12:03:31.089;44449.50244315973;36.521;24.150;26.141
micro;12:03:31.207;44449.50244452547;34.320;23.391;25.287
micro;12:03:31.331;44449.50244596065;34.648;23.176;24.975
micro;12:03:31.471;44449.50244758102;37.266;23.634;25.635
micro;12:03:31.591;44449.502448969906;34.964;22.812;24.819
micro;12:03:31.733;44449.50245061342;34.964;22.830;24.864
micro;12:03:31.852;44449.502451990746;34.648;22.153;24.234
micro;12:03:31.969;44449.5024533449;34.807;22.125;23.943
micro;12:03:32.108;44449.502454953705;35.563;21.470;23.418
micro;12:03:32.225;44449.50245630787;34.486;22.285;24.294
micro;12:03:32.381;44449.50245811343;32.669;21.318;23.351
micro;12:03:32.538;44449.502459930554;35.563;23.216;25.168
micro;12:03:32.689;44449.50246167824;36.258;23.064;24.946
micro;12:03:32.811;44449.50246309028;37.266;23.079;25.056
micro;12:03:32.936;44449.502464537036;34.807;22.941;24.874
micro;12:03:33.079;44449.502466192134;51.998;25.625;30.395
micro;12:03:33.189;44449.50246746528;35.563;22.942;24.990
micro;12:03:33.330;44449.50246909722;34.807;22.002;23.948
micro;12:03:33.456;44449.502470555555;37.730;23.186;25.157
micro;12:03:33.576;44449.50247194445;34.151;22.957;24.819
micro;12:03:33.710;44449.50247349537;34.320;22.643;24.492
micro;12:03:33.837;44449.50247496528;33.979;22.782;24.697
micro;12:03:33.973;44449.502476539354;48.028;24.091;26.937
micro;12:03:34.097;44449.502477974536;34.964;22.497;24.558
micro;12:03:34.207;44449.50247924768;36.902;22.762;24.736
micro;12:03:34.357;44449.50248098379;34.807;22.265;24.210
micro;12:03:34.467;44449.50248225694;35.269;22.466;24.429
micro;12:03:34.613;44449.50248394676;35.417;23.400;25.226
micro;12:03:34.737;44449.50248538195;34.486;22.789;24.802
micro;12:03:34.977;44449.50248815972;34.486;22.278;24.323
micro;12:03:35.132;44449.5024899537;35.987;22.818;24.714
micro;12:03:35.258;44449.50249141204;33.064;22.414;24.284
micro;12:03:35.371;44449.50249271991;33.255;21.865;23.713
micro;12:03:35.489;44449.50249408565;34.964;22.669;24.535
micro;12:03:35.636;44449.502495787034;34.320;21.429;23.405
micro;12:03:35.753;44449.502497141206;34.151;22.105;24.088
micro;12:03:35.896;44449.5024987963;34.486;23.453;25.332
micro;12:03:36.015;44449.50250017361;35.117;23.012;24.853
micro;12:03:36.139;44449.5025016088;35.987;23.466;25.392
micro;12:03:36.278;44449.50250321759;35.117;22.856;24.742
micro;12:03:36.396;44449.50250458333;34.486;22.182;24.017
micro;12:03:36.538;44449.502506226854;35.269;22.188;24.235
micro;12:03:36.657;44449.502507604164;33.979;22.034;23.915
micro;12:03:36.778;44449.502509004626;33.064;22.131;23.974
micro;12:03:36.914;44449.502510578706;46.486;21.918;25.160
micro;12:03:37.035;44449.50251197917;40.906;23.199;25.241
micro;12:03:37.183;44449.50251369213;35.563;22.365;24.238
micro;12:03:37.291;44449.50251494213;34.964;22.369;24.361
micro;12:03:37.412;44449.50251634259;33.625;21.853;23.681
micro;12:03:37.556;44449.50251800926;34.151;21.106;23.069
micro;12:03:37.673;44449.50251936342;34.486;21.343;23.448
micro;12:03:37.814;44449.502520995375;35.563;21.373;23.451
micro;12:03:37.934;44449.50252238426;33.804;21.350;23.404
micro;12:03:38.054;44449.502523773146;34.151;21.919;23.863
micro;12:03:38.198;44449.50252543981;33.979;22.134;24.059
micro;12:03:38.314;44449.50252678241;36.391;21.956;23.890
micro;12:03:38.456;44449.502528425925;34.486;20.608;22.454
micro;12:03:38.575;44449.50252980324;32.465;21.028;22.972
micro;12:03:38.694;44449.50253118055;33.064;21.241;23.064
micro;12:03:38.831;44449.5025327662;32.669;20.963;22.801
micro;12:03:38.956;44449.50253421297;36.124;22.101;24.072
micro;12:03:39.096;44449.50253583334;32.669;19.940;21.918
micro;12:03:39.214;44449.50253719908;32.869;21.462;23.294
micro;12:03:39.332;44449.50253856482;33.625;21.015;22.928
micro;12:03:39.474;44449.502540208334;33.255;20.599;22.481
micro;12:03:39.592;44449.502541574075;33.064;20.918;22.884
micro;12:03:39.735;44449.502543229166;33.979;20.523;22.568
micro;12:03:39.854;44449.50254460648;32.465;20.627;22.517
micro;12:03:39.975;44449.502546006945;32.465;21.417;23.287
micro;12:03:40.115;44449.502547627315;32.256;20.885;22.917
micro;12:03:40.232;44449.50254898148;34.648;22.549;24.389
micro;12:03:40.379;44449.50255068287;33.064;21.247;23.249
micro;12:03:40.497;44449.50255204861;32.465;20.850;22.763
micro;12:03:40.615;44449.50255341435;33.255;20.895;22.939
micro;12:03:40.754;44449.50255502315;32.869;20.018;21.942
micro;12:03:40.871;44449.502556377316;35.707;20.854;22.851
micro;12:03:41.016;44449.50255805555;33.255;21.098;23.112
micro;12:03:41.138;44449.5025594676;34.151;21.697;23.652
micro;12:03:41.255;44449.502560821755;33.442;21.354;23.323
micro;12:03:41.394;44449.502562430556;32.669;20.651;22.711
micro;12:03:41.517;44449.50256385417;34.320;21.089;23.145
micro;12:03:41.655;44449.50256545139;33.064;21.754;23.608
micro;12:03:41.773;44449.50256681713;32.669;20.617;22.608
micro;12:03:41.893;44449.50256820602;32.869;20.943;22.962
micro;12:03:42.034;44449.50256983796;35.117;21.625;23.526
micro;12:03:42.163;44449.50257133102;35.117;21.681;23.687
micro;12:03:42.290;44449.50257280093;34.807;21.779;23.734
micro;12:03:42.415;44449.50257424769;35.987;22.674;24.507
micro;12:03:42.533;44449.50257561343;34.964;22.426;24.174
micro;12:03:42.894;44449.50257979167;34.486;22.071;23.983
micro;12:03:43.036;44449.50258143518;33.625;20.808;22.791
micro;12:03:43.177;44449.50258306713;32.669;21.036;23.045
micro;12:03:43.296;44449.502584444446;32.256;20.836;22.712
micro;12:03:43.419;44449.50258586806;33.255;21.067;22.912
micro;12:03:43.525;44449.5025870949;32.669;21.119;22.959
micro;12:03:43.667;44449.502588738425;34.320;21.666;23.497
micro;12:03:43.809;44449.50259038195;32.669;20.956;22.929
micro;12:03:43.929;44449.50259177083;34.964;21.285;23.163
micro;12:03:44.048;44449.50259314815;33.255;21.066;22.923
micro;12:03:44.188;44449.50259476852;33.255;20.796;22.699
micro;12:03:44.310;44449.50259618055;34.648;21.587;23.458
micro;12:03:44.452;44449.502597824074;34.807;22.230;24.387
micro;12:03:44.571;44449.50259920139;34.964;22.743;24.669
micro;12:03:44.691;44449.50260059028;37.147;22.256;24.308
micro;12:03:44.826;44449.502602152774;33.625;22.045;23.963
micro;12:03:44.948;44449.50260356482;35.563;22.593;24.551
micro;12:03:45.092;44449.50260523148;34.151;22.328;24.232
micro;12:03:45.210;44449.50260659722;33.979;21.660;23.677
micro;12:03:45.331;44449.50260799768;35.117;21.713;23.817
micro;12:03:45.470;44449.50260960648;35.987;22.642;24.539
micro;12:03:45.591;44449.502611006945;37.501;24.019;25.941
micro;12:03:45.730;44449.50261261574;33.979;22.760;24.626
micro;12:03:45.849;44449.502613993056;36.124;22.426;24.463
micro;12:03:45.972;44449.50261541667;35.117;22.391;24.405
micro;12:03:46.111;44449.502617025464;33.255;21.520;23.402
micro;12:03:46.231;44449.50261841435;34.807;22.642;24.544
micro;12:03:46.372;44449.502620046296;35.563;22.520;24.409
micro;12:03:46.495;44449.5026214699;35.417;22.019;24.023
micro;12:03:46.615;44449.502622858796;34.648;22.079;24.126
micro;12:03:46.752;44449.502624444445;37.147;22.131;24.161
micro;12:03:46.869;44449.50262579861;34.807;22.414;24.317
micro;12:03:47.016;44449.5026275;33.255;21.693;23.643
micro;12:03:47.134;44449.50262886574;35.417;21.735;23.737
micro;12:03:47.252;44449.50263023148;37.266;21.113;23.078
micro;12:03:47.394;44449.502631875;33.442;21.322;23.256
micro;12:03:47.514;44449.50263326389;35.117;22.523;24.421
micro;12:03:47.657;44449.50263491899;36.777;25.137;26.988
micro;12:03:47.770;44449.502636226855;37.842;24.909;26.798
micro;12:03:47.895;44449.502637673606;37.147;23.640;25.670
micro;12:03:48.031;44449.50263924769;35.269;22.797;24.796
micro;12:03:48.148;44449.50264060185;35.269;23.021;25.037
micro;12:03:48.289;44449.5026422338;37.501;24.932;27.067
micro;12:03:48.419;44449.50264373842;37.730;23.913;25.878
micro;12:03:48.528;44449.502645;36.124;24.209;26.078
micro;12:03:48.667;44449.502646608795;37.025;24.733;26.585
micro;12:03:48.796;44449.50264810185;39.645;24.537;26.624
micro;12:03:48.935;44449.502649710645;36.521;25.096;26.918
micro;12:03:49.053;44449.502651076386;35.117;23.714;25.518
micro;12:03:49.176;44449.5026525;35.707;23.634;25.424
micro;12:03:49.313;44449.50265408565;35.707;24.224;26.029
micro;12:03:49.434;44449.50265548611;36.777;24.494;26.554
micro;12:03:49.576;44449.50265712963;35.987;23.123;25.143
micro;12:03:49.697;44449.502658530095;36.777;23.389;25.435
micro;12:03:49.815;44449.502659895836;36.650;24.376;26.377
micro;12:03:49.954;44449.50266150463;37.147;25.586;27.361
micro;12:03:50.071;44449.502662858795;47.854;28.867;31.431
micro;12:03:50.216;44449.50266453704;37.147;24.819;26.841
micro;12:03:50.332;44449.50266587963;34.486;22.671;24.735
micro;12:03:50.733;44449.50267052083;34.964;22.752;24.582
micro;12:03:50.875;44449.50267216435;36.777;22.539;24.535
micro;12:03:51.015;44449.50267378472;34.964;23.511;25.519
micro;12:03:51.136;44449.502675185184;37.385;24.531;26.387
micro;12:03:51.259;44449.5026766088;40.172;22.851;24.964
micro;12:03:51.387;44449.50267809028;47.005;27.339;29.912
micro;12:03:51.515;44449.50267957176;49.513;30.376;32.781
micro;12:03:51.656;44449.5026812037;61.496;44.780;47.446
micro;12:03:51.774;44449.502682569444;44.711;25.984;28.337
micro;12:03:51.895;44449.502683969906;59.323;37.881;41.609
micro;12:03:52.035;44449.502685590276;42.144;29.239;31.391
micro;12:03:52.149;44449.50268690972;46.608;30.252;33.558
micro;12:03:52.295;44449.50268859953;43.973;25.900;28.164
micro;12:03:52.417;44449.50269001158;57.408;33.246;37.692
micro;12:03:52.538;44449.50269141204;63.119;34.292;40.913
micro;12:03:52.674;44449.50269298611;44.402;29.206;32.123
micro;12:03:52.790;44449.50269432871;59.295;34.795;38.963
micro;12:03:52.932;44449.50269597222;52.669;31.913;34.757
micro;12:03:53.057;44449.50269741898;41.938;29.449;31.991
micro;12:03:53.172;44449.50269875;48.333;34.377;37.045
micro;12:03:53.319;44449.50270045139;45.529;30.227;32.426
micro;12:03:53.437;44449.50270181713;44.761;24.396;27.187
micro;12:03:53.573;44449.502703391205;77.617;57.439;62.262
micro;12:03:53.692;44449.502704768514;49.127;28.900;33.176
micro;12:03:53.818;44449.50270622685;49.799;28.235;31.441
micro;12:03:53.954;44449.50270780093;76.613;50.645;56.554
micro;12:03:54.079;44449.50270924768;79.018;59.456;64.442
micro;12:03:54.219;44449.50271086805;82.568;65.267;69.263
micro;12:03:54.338;44449.502712245376;67.673;48.247;52.247
micro;12:03:54.457;44449.502713622685;45.343;29.166;31.897
micro;12:03:54.594;44449.502715208335;42.734;23.621;27.042
micro;12:03:54.710;44449.502716550924;83.799;57.595;64.201
micro;12:03:54.857;44449.50271825232;75.116;49.621;54.391
micro;12:03:54.977;44449.502719641205;68.872;45.514;50.523
micro;12:03:55.099;44449.50272105324;63.874;35.370;44.089
micro;12:03:55.243;44449.5027227199;59.636;30.747;38.540
micro;12:03:55.351;44449.50272396991;36.902;23.764;25.622
micro;12:03:55.497;44449.502725659724;34.151;23.056;24.997
micro;12:03:55.612;44449.502726990744;34.320;21.450;23.371
micro;12:03:55.733;44449.502728391206;34.807;22.661;24.632
micro;12:03:55.873;44449.502730011576;34.320;22.129;24.117
micro;12:03:55.996;44449.50273143519;35.848;22.964;24.930
micro;12:03:56.138;44449.502733078705;42.212;25.939;29.264
micro;12:03:56.253;44449.50273440972;70.769;45.324;50.394
micro;12:03:56.373;44449.50273579861;55.778;33.695;38.026
micro;12:03:56.509;44449.502737372684;78.309;59.175;63.156
micro;12:03:56.634;44449.50273881944;69.085;49.009;51.953
micro;12:03:56.779;44449.502740497686;50.832;30.762;34.789
micro;12:03:56.898;44449.502741874996;58.880;37.362;42.295
micro;12:03:57.019;44449.50274327546;32.669;20.425;22.486
micro;12:03:57.153;44449.502744826386;71.097;47.521;52.623
micro;12:03:57.270;44449.50274618056;69.393;44.219;50.880
micro;12:03:57.413;44449.50274783565;74.372;50.155;56.305
micro;12:03:57.537;44449.50274927083;35.707;23.671;25.601
micro;12:03:57.657;44449.502750659725;36.391;22.324;24.293
micro;12:03:57.796;44449.50275226852;35.563;22.234;24.301
micro;12:03:57.912;44449.502753611116;34.648;22.228;24.268
micro;12:03:58.056;44449.502755277776;33.064;21.294;23.170
micro;12:03:58.175;44449.50275665509;34.320;21.252;23.340
micro;12:03:58.297;44449.50275806713;32.465;21.570;23.350
micro;12:03:58.437;44449.5027596875;32.669;21.229;23.203
micro;12:03:58.554;44449.502761041666;35.707;21.950;24.073
micro;12:03:58.694;44449.502762662036;33.979;22.135;24.074
micro;12:03:58.813;44449.50276403935;33.625;21.503;23.419
micro;12:03:58.934;44449.502765439815;34.320;21.861;23.831
micro;12:03:59.074;44449.502767060185;33.979;21.802;23.933
micro;12:03:59.193;44449.5027684375;34.486;21.662;23.510
micro;12:03:59.334;44449.50277006945;34.320;21.468;23.435
micro;12:03:59.455;44449.50277146991;33.625;21.295;23.255
micro;12:03:59.574;44449.50277284722;34.964;21.710;23.687
micro;12:03:59.714;44449.50277446759;77.683;51.159;58.131
micro;12:03:59.834;44449.50277585648;84.154;61.328;65.499
micro;12:03:59.975;44449.50277748842;59.700;36.485;40.166
micro;12:04:00.094;44449.50277886574;63.197;30.496;37.961
micro;12:04:00.214;44449.502780254625;66.900;44.505;49.284
micro;12:04:00.354;44449.502781874995;41.289;24.387;26.937
micro;12:04:00.474;44449.50278326389;40.749;21.421;23.703
micro;12:04:00.614;44449.50278488426;34.151;21.946;23.929
micro;12:04:00.734;44449.50278627315;36.124;22.895;24.967
micro;12:04:00.854;44449.50278766204;35.707;22.496;24.530
micro;12:04:00.991;44449.50278924769;34.320;22.374;24.278
micro;12:04:01.120;44449.50279074074;35.117;21.988;23.867
micro;12:04:01.457;44449.5027946412;32.465;21.572;23.306
micro;12:04:01.592;44449.5027962037;35.848;21.216;23.169
micro;12:04:01.735;44449.5027978588;33.064;21.907;23.919
micro;12:04:01.856;44449.50279925926;33.979;22.973;24.764
micro;12:04:01.977;44449.50280065973;45.801;25.914;29.391
micro;12:04:02.082;44449.502801875;52.948;29.977;36.062
micro;12:04:02.230;44449.502803587966;60.017;38.952;41.772
micro;12:04:02.375;44449.5028052662;33.442;21.488;23.457
micro;12:04:02.495;44449.50280665509;33.979;21.133;23.084
micro;12:04:02.615;44449.50280804398;33.442;21.275;23.270
micro;12:04:02.753;44449.5028096412;34.648;22.316;24.223
micro;12:04:02.872;44449.50281101852;36.521;22.988;24.976
micro;12:04:03.027;44449.5028128125;34.807;21.788;23.613
micro;12:04:03.138;44449.50281409722;33.979;22.602;24.515
micro;12:04:03.260;44449.50281550926;35.417;22.361;24.343
micro;12:04:03.391;44449.502817025466;39.554;23.170;25.238
micro;12:04:03.518;44449.50281849537;40.906;28.219;30.454
micro;12:04:03.653;44449.50282005787;34.151;21.945;23.861
micro;12:04:03.772;44449.502821435184;34.151;21.697;23.611
micro;12:04:03.891;44449.5028228125;34.964;22.673;24.546
micro;12:04:04.032;44449.50282444444;35.848;23.110;25.053
micro;12:04:04.151;44449.502825821764;35.117;23.220;25.045
micro;12:04:04.299;44449.50282753472;35.117;22.008;23.916
micro;12:04:04.417;44449.50282890046;32.465;21.364;23.187
micro;12:04:04.538;44449.50283030093;34.807;21.446;23.427
micro;12:04:04.676;44449.50283189815;33.979;21.659;23.641
micro;12:04:04.797;44449.50283329861;33.064;21.264;23.190
micro;12:04:04.937;44449.50283491898;35.117;22.441;24.365
micro;12:04:05.055;44449.50283628472;35.269;23.292;25.155
micro;12:04:05.170;44449.50283761574;33.064;21.317;23.176
micro;12:04:05.311;44449.50283924768;44.910;23.012;25.563
micro;12:04:05.437;44449.502840706016;38.276;22.836;25.055
micro;12:04:05.571;44449.502842256945;43.973;28.973;31.058
micro;12:04:05.699;44449.502843738424;34.807;22.178;24.168
micro;12:04:05.818;44449.50284511574;32.256;21.037;22.858
micro;12:04:05.959;44449.50284674768;33.064;20.775;22.731
micro;12:04:06.082;44449.502848171294;34.486;21.177;22.997
micro;12:04:06.219;44449.502849756944;36.902;22.792;24.796
micro;12:04:06.341;44449.50285116898;35.417;22.372;24.304
micro;12:04:06.453;44449.50285246527;39.276;22.919;25.001
micro;12:04:06.591;44449.5028540625;44.959;23.898;26.907
micro;12:04:06.712;44449.50285546297;33.625;20.825;22.768
micro;12:04:06.860;44449.502857175925;32.869;20.934;23.026
micro;12:04:06.978;44449.502858541666;33.979;21.301;23.174
micro;12:04:07.097;44449.50285991898;33.442;22.205;24.090
micro;12:04:07.234;44449.50286150463;34.648;22.805;24.697
micro;12:04:07.356;44449.50286291666;34.807;21.391;23.402
micro;12:04:07.497;44449.502864548616;33.979;22.334;24.208
micro;12:04:07.615;44449.50286591436;36.124;21.242;23.241
micro;12:04:07.734;44449.50286729167;32.041;20.440;22.467
micro;12:04:07.870;44449.50286886574;34.320;21.699;23.687
micro;12:04:08.000;44449.50287037037;44.454;25.673;28.057
micro;12:04:08.145;44449.502872048615;43.694;27.557;30.292
micro;12:04:08.259;44449.50287336805;35.563;22.806;24.679
micro;12:04:08.378;44449.50287474537;35.707;23.645;25.402
micro;12:04:08.518;44449.50287636574;69.542;41.134;46.992
micro;12:04:08.637;44449.502877743056;87.839;62.451;68.112
micro;12:04:08.775;44449.502879340274;47.421;27.293;30.734
micro;12:04:08.892;44449.50288069445;39.181;22.907;25.124
micro;12:04:09.019;44449.50288216435;40.984;22.826;25.057
micro;12:04:09.151;44449.50288369213;51.732;28.683;34.103
micro;12:04:09.278;44449.50288516204;35.269;22.272;24.189
micro;12:04:09.419;44449.50288679398;37.147;24.443;26.227
micro;12:04:09.538;44449.50288817129;35.848;24.298;26.248
micro;12:04:09.657;44449.50288954861;36.391;23.336;25.150
micro;12:04:09.791;44449.50289109954;45.621;26.351;29.022
micro;12:04:09.912;44449.5028925;54.791;35.593;38.712
micro;12:04:10.060;44449.502894212965;57.628;43.287;45.487
micro;12:04:10.175;44449.50289554398;39.181;22.657;25.076
micro;12:04:10.296;44449.50289694444;35.563;22.836;24.773
micro;12:04:10.435;44449.50289855324;42.007;25.742;27.916
micro;12:04:10.556;44449.5028999537;35.987;22.786;24.755
micro;12:04:10.692;44449.502901527776;38.588;24.247;26.432
micro;12:04:10.814;44449.502902939814;36.124;22.990;24.949
micro;12:04:10.935;44449.502904340276;38.170;23.522;25.565
micro;12:04:11.080;44449.50290601852;34.648;23.042;24.998
micro;12:04:11.199;44449.50290739583;34.807;21.598;23.628
micro;12:04:11.332;44449.50290893519;41.938;22.838;25.040
